app_id,score,star_num,helpful_num,review_content
com.google.samples.apps.iosched,33.0,1,108,"The schedule is terrible. Going to event details and back resets your scrolling position. There are way too many events for this simple list representation and filtering doesn't help much. Search is a joke when you try to find a session because there are many of them with the same name and you have to go to details to see the time, the list is not sorted by time either. Shuttle bus schedule is missing from the app so you have to go to the web version to see it."
com.google.samples.apps.iosched,32.1,1,114,"Schedule not changed The schedule view stopped on  18,19 and 20 May"
com.mapswithme.maps.pro,32.05,1,103,"I do like the feature of offline maps and being able to put down multiple locations pins to save specific locations, however I am not able to even look up specific locations... When I type in the complete address for a house, the map only shows how to get to the entire street, which some roads can be very lengthy, and not to the specific house."
com.mapswithme.maps.pro,31.7,3,112,"I had high hopes for this app but it's been disappointing on many occasions. Despite downloading the required maps prior to losing internet access, they will not load when I am out and about without internet access. As soon as I am connected to the internet it comes to life. What's the point advertising the app as an offline maps app when it doesn't actually work that well?"
org.wordpress.android,31.35,1,99,"I Type an Article , then save it in draft for edit it later . When next day while i am editing that article , App get bugs and it stuck 😫 for minutes . then that lag is gone and my edited article is also gone. this app wasted my 10hrs of Work in a minute."
com.mapswithme.maps.pro,29.8,3,90,"GPS not working without Internet!!! yepp, the gps only works when i get online otherwise it gets stuck at the last position where i came online usually wi-fi..so no gps while offline!!  big turndown😑😒 otherwise maps are good... improve it n I will increase the rating... I m using Mi4 with version 4.4 android.. n 1 more thing add a feature of planning a route between any two points on the map like by selecting them on the map not  by searching,  like Google has.."
com.mapswithme.maps.pro,29.65,3,99,"I started using this 2 years ago, and it was very good then. With recent updates the quality of routes for pedestrians has declined sharply.  I was recently in Manchester and could see my destination 100m down the street, yet maps.me wanted me walk 250m round a block. It was giving me a driving route, although I checked, it was set to pedestrians.  The version of a year ago was better for walking."
org.wordpress.android,29.6,2,96,"Countless bugs and glitches : copy/paste, erasing parts of unselected text when underlining other parts above, captions disappearing and becoming regular text, creating decorated texts from nowhere when copying from a txt. editor, editor is so laggy when text is above 4500 characters with pictures... I end up spending a lot of time correcting my text instead of writing it ! New block editor is even worse and you're forced to use it, difficult to switch it off. (Samsung SG8 updated, Gboard up)"
com.mapswithme.maps.pro,28.95,3,101,This app is very good if you need a map while not connected to the web. This app has a long way to go. Update: I have had this app for sometime now and they have done a good job making it better. I find myself using it more often than when I first purchased it. I would go 3 1/2 stars if I could.
com.mapswithme.maps.pro,28.7,3,88,"Great tool but runs horribly on my phone at least - even after latest bug fix update. Super laggy to open keyboard on search, freezing and crashing often. Sometimes zoom buttons are missing or not in their usual screen location."
com.mapswithme.maps.pro,28.0,2,92,Became worse It was excellent light app. Now it shows map quickly but does not respond to touches approximately 10 secs. Phone is hot after a few minutes of using. It shows hardware OpenGL requirement. My phone does not have opengl. But one year ago app worked perfectly without that.
com.google.samples.apps.iosched,26.45,2,93,"Kept erasing sessions App kept erasing my schedule, including events in the past. This prevented me from rating sessions attended since they closed that time slot after it passed, as well as forcing me to resort to screenshots for each hour block. Erasing seemed most frequent when rotating device, but still did it with rotation lock on."
org.wordpress.android,26.0,3,76,"I love this app except for the fact that is 1) crashes all the time and I cannot post to my sites 2) blanks out after spending lot of time writing a post in it, then loosing all of my work because it blanks out when I hit publish and it hasnt saved 3) the worpress admin panel is bad to utilize. Most importantly, you loose the ""user"" functionality. i know it says""people"", but you have to send an invite. you cannot creae the account 1st, then send the invite using WP panel."
com.mapswithme.maps.pro,25.8,2,70,"three extremely annoying features: (1) search option is poor, useless. It doesn't even find objects marked in the map. If it finds, it actually displays another object! (2) the most disturbing are automatic updates, after which all the downloaded maps are gone. This makes the app useless without internet. (3) after an automatic update, all the bookmarks you have carefully stored for your travels are erased! There us no way to prevent these automatic updates that delete your saved maps."
com.mapswithme.maps.pro,25.6,1,82,CHEATS DON'T BUY! I Paid for this in the past. Now they want more money. The understanding with Google and developers is that you only pay once. This is wrong. Please do not support this behavior. Your response does not change the fact that I bought an ad-free version.
org.wordpress.android,25.55,2,75,"I was super impressed with the app up until I went to edit a published post, the app wasn't updated and showed my blog post as it's first orginial draft? All my edits and revisions since then are all gone. It was considered a draft again and unpublished. That was days and days of work disappeared within seconds. I will no longer be using this app."
org.wordpress.android,25.35,1,75,"This latest version no longer lets me share an article from a web browser into a new post. It always gives me a blank post where, before, it set the post title to the article title and placed a link to the article in the body of the post. This app is pretty useless to me until it's fixed."
org.stepic.droid,25.25,1,83,I can't even create an account. The app sends push messages relentlessly trying to get me to create an account even though it won't accept the information I'm trying to give. It's not worth the hassle. Try a different app.
org.wordpress.android,25.25,2,81,"For an official app of one of the most popular blogging platform on the internet, it's not very friendly or responsive to changes on the web version. One, none of my pictures could be uploaded to the media, and two, deleted websites still remained in the list until I finally figured out how to remove them, yet it didn't do it cleanly. Never changed for years, probably will uninstall finally."
com.mapswithme.maps.pro,24.65,2,81,Unable to find location Today actually to get the some route I had installed this app. But the famous place in hyderabad chilukur balajai temple was not found which is my destination place. Dear team kindly add some important places such that it can be used locally also..
com.mapswithme.maps.pro,24.6,2,76,"Address search function doesn't work Not sure if I need to toggle online capability or what, but search can't find business names or many Street addresses. Sucks when trying to navigate when our of town."
com.mapswithme.maps.pro,24.5,1,80,Downloaded this app to use on a trip. It clearly said I had the offline map downloaded yet when I entered in the exact address or a category.. It said zero results found even though I knew the address was within my downloaded map. Poor experience. I reconnected with at a McDonald's and only then did the address show up. If this app requires you to have data then google maps is better.
org.wordpress.android,24.4,2,74,"Change the profile pic from the app was successful,new pic applied in WordPress web based,but in the blog owner comment reply list the blog owner gravatar still using the old previous profile pic,I wish there will be select all in Comment menu so user can select all spam comment n delete at once.Why if we change public name it doesnt change all the previous public name in older comments with new one!?the Reader tab have issue it still showing me content from blog site i have unfollow for months!"
com.google.samples.apps.iosched,24.2,2,78,The app reservations didn't work. UI/ux is sub par as doesn't auto scroll based on time. And I'm surprised Google didn't use nfc on phones instead to have passes than having to wear this leash around my neck.
com.mapswithme.maps.pro,23.9,3,76,"Just a small bug Everything is good except its heat problem. When I run other apps or even play modern game , my Xperia Z5 get warm, but when use this app for more than 10 minutes , my phone getting hot that I feel it's gonna explode and I close the app immediately ."
com.mapswithme.maps.pro,23.8,1,76,"Spamming with useless notifications.   Not only that, then they lie about it. No its not the same for other apps - NO other app spams like yours and I certainly wont disable anything in the OS just because you decided to be lying spamming bholes."
org.wordpress.android,23.65,1,61,"Nothing works anymore, posts don't update, stats, even the apparent external website fails to be recognised! This used to be a much better app for being able to blog. It's now useless and can't be used. You have to use desktop for everything to work the way you want it to. Disappointing."
com.mapswithme.maps.pro,23.3,1,74,"I purchased maps.me when it wasn't free and now this app wants me to pay for removing ads from ads-free app which I already purchased. Google, can you please ban this developer?  RE: It's up to you how you spend money which you received for my purchase. It was not 4-year subscription. It was a lifetime purchase. I do understand you are doing fraud here - sell application to make it add-free, then make it free and return adds back to get money from advertisers after you got money from customers which wanted to remove adds. I'm going to report to Google about this issue and ask for a refund at least."
com.google.samples.apps.iosched,23.05,3,87,"Great, but the sessions replay can't download because it is on the youtube 
"
com.mapswithme.maps.pro,22.6,1,64,Maps.me was great until it completely crashed when I was in the middle of Chile. I tried restarting the app and restarting my phone several times with no success. Even uninstalling and reinstalling didn't work. I was happy to use the app until it just stopped working at all. I will use another offline map.
org.wordpress.android,22.45,2,47,"The app regularly crashes as I type. It freezes and grinds to a crawl just as often. The app fails to recognize letters as I type them and it deletes spaces after words. A solution is to work in html mode. It appears that these bugs are only an issue when you have images display while editing a post. The more images, the worse the problem. It seems unbelievable that WordPress, with its QA resources, can't fix these issues."
org.wordpress.android,22.2,1,54,"This app feels like it just keeps getting worse. If I start a post on mobile, it keeps default saving to local which then creates post conflicts pretty much daily. I have comments and pingbacks enabled, but if I start a new post on my phone, they're disabled for that post...and those options can't be accessed via mobile so I have to use my browser to go to my post and manually set those options to enabled for the new post. It's so broken that it's become mostly useless for me to even use."
com.mapswithme.maps.pro,21.95,3,73,"It's fine. It seems unfinished sometimes. The lack of street names in the voice navigation makes it hard to use for navigation unless you have someone with you to be the navigator and tell you what the app is showing. The lack of street names also makes it unusable for navigation on my motorcycle where I depend solely on the voice prompts. To clarify, the streets were named in the app, and they even flashed across the top of the screen, they just weren't spoken in the voice prompts."
org.stepic.droid,21.5,1,68,Can't even set up an account by my Twitter. Home screen notifications are annoying and pissing me off. uninstalled
com.mapswithme.maps.pro,21.15,2,67,"Works great, but why the hell it requests location every minute, even if application is not running?? I didn't find anything is the settings to prevent app from doing this when not running. As a result, I had to decline obtaining location using Android permissions. Apps looks good, but this behavior is simply not acceptable for the such a popular and reputative application."
com.mapswithme.maps.pro,20.95,2,71,"Great but ton of spam included Just got spammed by 50+ messages in all different languages. Please fix this, or upcoming uninstall."
org.wordpress.android,20.9,1,56,"It loses my posts Year after year, the same crap....I just spent 45 minutes working on a post. I pushed the button to publish, and Wordpress immediately said it could not publish. (Not sure why, b/c my internet connection is fine.) It didn't save the post, the whole thing is gone, up in smoke.   This app might be good for a Buddhist who wants to work on not being attached to his/her posts, but as far as a blogging app goes, if it doesn't save your posts and loses your hard work, then it's crap. Don't bother."
org.wordpress.android,20.6,1,50,"revised #2 I trying to use this again and it's still crashing when I use voice dictation when I load pictures first. I need to load the pictures first because of the nature of the job that I'm using this for. it seemed to be working the other day on a test but now it is crashing again. keeps crashing! whenever I load more than 3 photos and use the voice dictation, it crashes on my Samsung j4. This was not a problem on my J2. Extremely frustrating and pretty much impossible for me to use on the j4"
com.mapswithme.maps.pro,20.4,3,62,Big issue. I have this big issue that Is very poor of this app... I was driving and it took me through footpath though on car and I got stuck on the way and had to leave my car and continue on foot since I didn't have any other option... I suggest you integrate Google maps in this app because it can't find some locations like my church. I had to use Google maps and bookmark it in this app before I couldn't get lost anymore but the other problem is it deleted the bookmark without my permission..
com.google.samples.apps.iosched,20.2,3,72,Today I have download this app but I didn't able to change the date. It showing same Month and date. I think they did much better for this app.
com.mapswithme.maps.pro,20.2,2,68,Map should have been updated years ago. I should update the map? How is that even reasonable for someone travelling to a region they haven't been to (I'm assuming all the maps are out of date)
com.mapswithme.maps.pro,19.5,1,48,This used to be a good app. Now it refuses to update the routes in certain parts of the uk and now is impossible to use to get to anywhere but the 4 places in the country that can be updated. I used this for work and now its totally useless. I've tried uninstalling and reinstalling but its exactly the same. If this isn't fixed I'll be deleting the app permanently. At this moment in time I would not recommend this app to even my worst enemy (yes it really is that bad!!)
com.mapswithme.maps.pro,19.25,1,53,"Last maps update is a disaster. Can't update a thing, mentions lack of space due to limitations of Android 4.4 (I'm on 5.1 and have a 64GB card set as disk writing destination) and on it's own adds a list of Caribbean islands to the download list."
com.mapswithme.maps.pro,19.2,1,42,"Downgraded from 3 to 1 stars.. After a year or more of using it.. It's got the potential to be an excellent / the best cycle gps in the play store.. For cars there's hundreds of apps, and for this it does fine just like the others. But for bikes there's hardly any decent apps at all. This app shows many tracks you can't find on most maps, let alone GPS navigation.. For this I give it 5 stars.. Problem is, even on great Wi-Fi,  trying to choose a bike route you'll need huge download speeds and half a day to get a route over a handful of miles show on your screen... But if you've got a mountain bike and want to cycle through farmers lands on tracks you never even know existed then this app can and will take you on them.. Just don't use a road bike....and be prepared to cycle more as it will try to avoid all main roads, though you can't choose how your routed.. I've ended up walking in knee deep grass and climbing rocks with my bike in the UK and Brazil using this app in the past.. But I like that.. now however, it doesn't even load up ..I really want this to be my main cycle gps  .. Gave one star to try get developers attention..."
com.mapswithme.maps.pro,18.9,1,54,"I'm travelling solo and this map has helped me so much, but since the update it's broken. It has no idea where I am when my location is turned on, when I'm in a car it can't decide whether I'm going north or south. It can't pick up the hostel I'm staying in so last night I got so lost thinking it was showing me back to my hostel. It was late at night and had an awful time trying to figure out where I was going"
com.mapswithme.maps.pro,18.55,3,45,"Has some UI usability issues. While doing a search on a street, it's very unresponsive when I press on the street that has already come up in the search results.  Also, no way to enter a street number. Which seems pretty basic and shocking that it doesn't allow user to specify a street number!   Disappointing. I just spent 20 minutes trying to enter in the address of a location.   Suggest you hire some UI designers and product managers to do a better job redesigning this app, to be user friendly and make it easy for users to do simple things, like actually entering in an address!  In response to Developer's ""fixing"" the 2 missing EXAMPLE addresses I listed, that's like a drop  in the ocean. The problem is NOT simply that it couldn't locate the 2 EXAMPLE addresses I listed. The problem is deeper. It was unable to properly locate an arbitrary, VALID, address. This is something Google Maps can do EASILY.   Based on this rather GLARING defect, I think this largely makes this app unusable for general purpose navigation.."
com.mapswithme.maps.pro,18.55,2,59,"Current Update many issues 1) Leaves GPS active upon exit, must force exit running background apps of Maps.me. 2) Since maps split, Favourites sluggish to completely unusable.  Was supurb prior to change. 3) Current permission set way over the top, not openly documented. Was a stellar app, going downhill exponentially.  Android 4.4.2 Samsung GSIII"
com.google.samples.apps.iosched,18.45,2,61,"confusing and hides what you want (videos) on the screen of this years keynote, streams keynote of last year. also hides sessions that are over, so no easy way to get to the videos"
com.mapswithme.maps.pro,18.3,1,48,"This latest version changed my default map location from SD card to main memory, then told me I didn't have enough memory to update my maps, although this version only updates changes. I then had to download my maps again after changing the location, as it STILL doesn't recognise that I already have downloaded maps!  Just to add that I have used maps from my sdcard correctly for a few years now!  This rating only applies to the latest version which screwed up my configuration. This forced me to re download maps that are already on my sdcard, as even after changing the location back to the sdcard, the app still didn't check for the existent of valid maps in the selected location."
com.mapswithme.maps.pro,18.25,1,43,"Was my favourite app, but after the latest update it doesn't search anything both online and offline. Just trying and trying and trying with no succes. What an ""improvement""! P.S. Answering the question: I have the same amounts of map and the same device as before, but now the map works SO slow after the update that becomes really useless. Doesn't matter what I search - either ""Paris"" or ""Сущевская улица""."
com.mapswithme.maps.pro,18.25,1,55,The fact that I need to have location determined from the Internet sort of for me defeated it's real purpose.  What if there is no data service where I am? I will be glad if it's possible to set departure location offline. That will take away any need for data at any point in time. Thanks
org.wordpress.android,17.6,3,46,Good but missing Custom Post Type support. I add CPTs into most of my sites and only being able to update blog entries is very limiting. Image handling is a bit buggy. Really good when fixing typos or creating quick posts. The earlier versions of this app were way more functional.
org.wordpress.android,17.55,1,39,"Today an update! What have you done! 8.8 is foul! I go to write a post, title in, picture added ... but it will not allow me to press return to write beneath the picture. What the hell is going on? My return key says ""done""  I am unable wither I write first or insert media it makes no difference. I can not press the return key to drop a new paragraph or add on a new line. Please correct this or help !"
org.wordpress.android,17.549999999999997,2,13,"UPDATE: I'd expected this robo response, because it's the only one given in this reviews section... ""call us"".  No offense but that's the *laziest* way to handle common recurring tech issues... you (the user) do something.    Here's a tip:  put in your software an error tracking feature that uploads ""cannot post"" and ""generic"" errors and other similar ""cannot do that.. failed"" errors to you and YOU FIGURE IT OUT.  I can tell this software is not robustly developed and tested.  Another alternative would be for you to give meaningful diagnostic answers so we can all benefit from solutions found and discussed here.  Terrible support model going on here.   Original review:  Absolutely WORTHLESS and UNRELIABLE.  This WP app feels like an Alpha version that hasn't been tested.  Does NOT handle SHARING well if at all.  Too many bugs and failures to list.  Using Galaxy Note 8 w latest Androidd. Sad.  This is late May 2019."
com.mapswithme.maps.pro,17.5,2,50,"I use the app for offline map viewing. When trying to plot a route, I couldn't untill updating the maps. This shouldn't be the case, and very annoying if you're abroad and roaming. If you can add a button 'use existing maps' next to 'download' and 'cancel', I'll give the 4 star I think you could be"
org.wordpress.android,17.4,1,36,"Used to love it I am not sure what happened. On Thursday, this app was amazing. I used it to do work when I was on the road, updating different things on the dashboard from my app. No joke, I loved this app. I manage 5 sites through it. I went to Canada and came back to the states this morning, and now I have to go through the Internet to access the dashboard which means I have to log in every time too. Ugh. This is terrible for someone like me who does web page admin on the go. Big fail, wordpress."
org.wordpress.android,17.35,1,37,Terrible. Keeps coming up with couldnt sink doesnt show me any of my blogs. cant go on setting cant post nothing the only thing that works is view my site. It worked the first day i downloaded the app then i did some work to my site put some posts on etc and after that the app just went terribly wrong. whoever runs this app seriously need to fix it coz its just a joke. if i want to blog when im out and dont have a laptop with me i cant coz this app dont work. Sort this App out now!!!
com.google.samples.apps.iosched,17.3,3,58,"Not bad. It's still great but I was expecting much more from Google on the second year. btw the web version is just too good to be real, for the web app its definitely 5/5 but the android version is just a disappointment, I've got the same impression that a teacher gets when an A* student gets an A but the teacher was expecting an A* (its good but not good enough)"
com.mapswithme.maps.pro,17.3,1,50,"Can't find some address Search feature isn't very good, it can't even find some addresses if you type the whole thing in."
com.mapswithme.maps.pro,17.15,1,47,"I tried reinstalling but the app is still tripping on my Galaxy S10. Road names are illegible (black boxes), some other signs like street names too - they turned white (on white background), the scale is no longer there etc. Don't have time to send you an email and seek advice. Nobody ain't got time for that in 2020. Will have to find another map app, which is a bummer after so many years with maps.me. Btw, searching for addresses and buildings in general has always been a nightmare..."
org.wordpress.android,17.05,2,47,"I'm constantly having issues with this app! I write a draft and then it fails to upload. Not only that but now it's constantly trying to upload and is stuck in a loop! I can't access the post now to edit it or copy the content out to finish it in the browser, so I potentially have to rewrite it!"
com.mapswithme.maps.pro,16.55,1,35,"Latest update data hog Latest software update used my network data to automatically download updated maps. No warning. Can't find an option to only update maps via wifi. Default should always be to update via wifi with option to use network data. Result I went over my 2GB allowance and got dinged for overage. I am not impressed. App is good otherwise but this for me is a significant flaw. It's coming off my phone until it's fixed. Despite developer response, I just confirmed no warning message when download over mobile network."
com.mapswithme.maps.pro,16.35,1,45,"I realy become upset when I have checked the map of my country. I am from Azerbaijan and our borders and our independence is recognized by UN and all other international organizations. but I don't know why 20% of our lands, The Qarabagh region is showed like a ""Nagorno Qarabagh"" and named it like a independance republic. May be you don't geography and low then let me explain to you. You CANNOT put countries which are not recognized by UN in your apps. I hope this 'mistake' will be corrected!!!"
com.mapswithme.maps.pro,16.3,1,40,Good Software before the last update... Since the latest update you are showing me shops and restaurants that are 10000 miles away from my current location! So...thank you for the update... Update: My current location was determined by GPS but I had to look on the map for shops and hotels because the search function showed me things on other continents.
com.mapswithme.maps.pro,16.0,1,46,"India maps are abysmally poor Small size of India maps (280 MB) reflect in the small number of POIs, which are far too less to make this usable. Maps seem to be sourced from OSM. Alternate apps like HERE are far better."
com.mapswithme.maps.pro,16.0,3,54,"Navigation got better, but still will not use it as a main navigation app for car. Please fix: if there are a lot of points in a bookmark set, the list isn't scrolling or scrolling very very slowly"
com.mapswithme.maps.pro,15.8,1,32,App stops working on my android head unit (px5) after the latest update. The app is not opening on my andorid head unit (px5 MODEL). It just showing black screen. I already tried to unsinstall and reinstalled it but still the same. I also clear cache and clear data but it did not help. It is not loading only black screen when I try to open. After that it shows error to send report to developers.
com.mapswithme.maps.pro,15.55,3,57,"Not bad Voice mavigation not available in all countries, and I was only informed of this by an in app disclaimer whilst abroad, which is too late....This happened to me last summer while I was in Jamaica!"
org.stepic.droid,15.5,3,52,Please remove submit option after selecting an answer its annoying.
com.mapswithme.maps.pro,15.45,1,33,"Cant enter street address numbers. The street I live on is literally listed in the wrong town. It shows up on the map properly in the correct place, but you have to enter the neighboring town to find it. 100% failure on the first search i ever tried."
com.google.samples.apps.iosched,15.3,3,50,"Pretty Useless if Attending Remote It is good to have a schedule of talks, but without links out to the live streams or a way to search/filter to only include live streams this isn't helping those that didn't get tickets. Adding that capability next year will make this an awesome companion app for both their in person and those of us remote."
com.mapswithme.maps.pro,15.05,2,27,"In general I find this app really useful. I want to give it a perfect score.  But on one device in particular, I just cannot install updates - the Play Store gets stuck downloading an ""additional file"" and hangs there forever. Eventually it times out and fails."
com.mapswithme.maps.pro,15.05,1,47,Application lists Abkhazia and South osetia as separate countries. They are not recognized by international community and are part of Georgia. It is direct violation of Georgian sovereignty and international law.
com.mapswithme.maps.pro,15.0,2,40,"Slow Routing I used this in August 2016 to drive from the UK to Mongolia and it was a fantastic, simple and responsive app. Updates since have made for a slicker interface to the detriment of routing speed. It now takes a minute to map a route across France and a similar time to reroute."
